gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1450648058																										23684850										CC0_1_0			2016-10-26T18:12Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23684850				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				53ba3e42-6860-4ddc-bddb-84b48f2237cf	MAJC0002667		W.E. Simonds					ADULT																							1957-09-08T01:00Z		251		1957	9	8	8-IX-1957															US	California	Los Angeles County		Saugus								34.411385	-118.540086	3036.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes carbonarius								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	8887207	1	54	216	1470	7857	4724278		8887207	Eleodes carbonarius	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648057																										23524534										CC0_1_0			2016-09-28T20:28Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23524534				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				5565e02f-7c0d-4974-a5d0-4e487401104f	MAJC0002447		G. Ballmer; K. Brown					ADULT																							1965-07-31T01:00Z		212		1965	7	31	VII-31-65															US	Arizona	Cruz County		Madera Canyon, Santa Rita Mountains								31.825918	-110.774807	301.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes arcuata Casey								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		arcuata		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							TAXON_MATCH_FUZZY;IDENTIFIED_DATE_UNLIKELY		true	false	9198160	1	54	216	1470	7857	4724278		9198160	Eleodes arcuata	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648056																										23649584										CC0_1_0			2016-10-21T18:16Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23649584				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				5d9e27d1-f628-465b-8218-2c04099e2da0	MAJC0002616		M. Andrew Johnston					ADULT																							2014-06-29T02:00Z		180		2014	6	29	29-VI-2014															US	Arizona	Coconino County		5 miles East Fredonia on US89A								36.9224	-112.4467									Dylan Cooper			Label																								M. Andrew Johnston	2014-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648055																										25851614										CC0_1_0			2017-02-09T19:15Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25851614				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				4496681a-0f60-49a4-9966-eecfd2b0f496	MAJCTC00655		M. Andrew Johnston					ADULT						B2-A8																	2014-08-21T02:00Z		233		2014	8	21	21-VIII-2014															US	California	San Bernardino		El Mirage Sand Dunes		3000ft						34.6308	-117.5384									Travis Hitchner			Label																								M. Andrew Johnston	2017-01-01T01:00Z												Stenomorpha Solier, 1836								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Stenomorpha				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	914.0						TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	4725713	1	54	216	1470	7857	4725713				Stenomorpha		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648054																										23777701										CC0_1_0			2016-11-17T00:38Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777701				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				3cfe3632-4679-4969-af4f-993a1431c4ea	MAJC0002863		M. Andrew Johnston; F.W. Skillman																												2016-06-25T02:00Z		177		2016	6	25	25.VI.2016															US	Utah	Grand		Dubinky Well, Dunes		1600m						38.693	-109.881									Andrew Johnston			Label																								M. Andrew Johnston	2016-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1600.0						IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648053																										23780691										CC0_1_0			2016-11-28T19:29Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23780691				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				b50a8b7e-c010-41a0-a779-70899f12ea6d	MAJC0003058																														1932-05-29T01:00Z		150		1932	5	29	5-29-32															US	California	San Luis Obispo		Paso Robles								35.6368	-120.6545									Andrew Johnston			Google Earth																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes giganteus Mannerheim, 1843								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		giganteus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	8666817	1	54	216	1470	7857	4724278		8666817	Eleodes giganteus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648052																										23778982										CC0_1_0			2016-11-18T20:06Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23778982				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				7f1f6365-55f5-4437-bee9-07d97b90b264	MAJC0002985		G.R. Noonan					ADULT																							1964-09-07T01:00Z		251		1964	9	7	IX-7-1964															US	Arizona	Cruz County		Madera Canyon, Santa Rita Mountains								31.825918	-110.774807	301.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes Eschscholtz, 1829								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	4724278	1	54	216	1470	7857	4724278				Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648051																										25836831										CC0_1_0			2017-01-27T15:20Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25836831				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				b12bb873-f7b3-47a6-8b5f-f700d0fe8b45	MAJCTC00535		M. Andrew Johnston					ADULT						S1-D6																	2015-07-06T02:00Z		187		2015	7	6	6.VII.2015															US	Nevada	Mineral		Teel's Marsh Dunes		1500m						38.211	-118.307									Travis Hitchner			Label																								M. Andrew Johnston	2017-01-01T01:00Z												Eleodes Eschscholtz, 1829								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1500.0						TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	4724278	1	54	216	1470	7857	4724278				Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648050																										23778211										CC0_1_0			2016-11-17T20:02Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23778211				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				52b5c073-56ca-4373-ae74-bbf5d26f994f	MAJC0002913	534	Ernest Anderson					ADULT																							2000-06-03T02:00Z		155		2000	6	3	3 June 2000															US	Oregon	Harney		Harney Lake, 42 km S Burns		1100m						43.208467	-119.054103	33702.0								Andrew Johnston			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes Eschscholtz, 1829								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1100.0						TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY	STILLIMAGE	true	false	4724278	1	54	216	1470	7857	4724278				Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648049																										23602434										CC0_1_0			2016-10-17T19:04Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23602434				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				846448e7-521c-4612-9461-d3c99a48172d	MAJC0002541		M. Andrew Johnston					ADULT																							2014-06-29T02:00Z		180		2014	6	29	29-VI-2014															US	Utah	Kane County		Coral Pink Sand Dunes, 6.4 miles South 89		6110 ft						37.0939	-112.6544									Dylan Cooper			Label																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1862.0						IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648048																										23740858										CC0_1_0			2016-11-07T17:24Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23740858				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				8dbe2f49-7e53-456b-a039-d4edbca28a1f	MAJC0002795		M. Andrew Johnston					ADULT																							2014-06-07T02:00Z		158		2014	6	7	7.VI.2014															US	Arizona	Maricopa County		Sunflower		3440 ft						33.86911	-111.46495									Dylan Cooper			Label																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes Eschscholtz, 1829								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1049.0						TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	4724278	1	54	216	1470	7857	4724278				Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648047																										23781343										CC0_1_0			2016-11-29T17:31Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781343				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				abd053f5-aa6f-49d6-8e0d-d362d19185a6	MAJC0002310		F.W. Skillman; M.J. Skillman					ADULT																							2015-08-12T02:00Z		224	206	2015	8	12	12-VIII-2015															US	New Mexico	San Juan		Navajo Lake State park Campground								36.8243	-107.6309									Andrew Johnston			Google Earth																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes nigrinus LeConte, 1858								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	8127965	1	54	216	1470	7857	4724278		8127965	Eleodes nigrinus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648046																										25839803										CC0_1_0			2017-01-27T16:21Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839803				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				11e1e09b-ae46-4d90-8f51-3d26ca61fe72	MAJCTC00605		M. Andrew Johnston					ADULT						B1-A8																	2016-06-10T02:00Z		162		2016	6	10	10.VI.2016															US	Utah	Millard		5 Miles Southwest of McCormick, Dunes		1400m						39.155	-112.445									Travis Hitchner			Label																								M. Andrew Johnston	2017-01-01T01:00Z												Eleodes hispilabris								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hispilabris		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1400.0						IDENTIFIED_DATE_UNLIKELY		true	false	8329141	1	54	216	1470	7857	4724278		8329141	Eleodes hispilabris	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648045																										23777425										CC0_1_0			2016-11-16T19:35Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777425				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				e830a5b0-33ba-41a1-9d16-cb7410927d80	MAJC0002606		M. Andrew Johnston; F.W. SKillman				FEMALE	ADULT																							2016-06-24T02:00Z		176		2016	6	24	24.VI.2016															US	Utah	Uintah		Diamond Mountain WMA [Wildlife Management Area]		2280m						40.71	-109.204									Andrew Johnston			Label																								M. Andrew Johnston	2016-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	2280.0						IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648044																										23779056										CC0_1_0			2016-11-20T17:43Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779056				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				7bd7b92b-df17-45d9-aa64-c68cecaf12f7	MAJC0003011	282	Derham Giuliani					ADULT																							1994-05-29T02:00Z		149		1994	5	29	29 May 1994															US	California	Mono County		White Mountains, Crooked Creek		3300m						37.492674	-118.131207	210.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes Eschscholtz, 1829								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	3300.0						TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	4724278	1	54	216	1470	7857	4724278				Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648043																										25838858										CC0_1_0			2017-01-26T22:50Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838858				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				fca54e0b-6728-4e15-8272-7e50a9f416a0	MAJC0003131		M. Andrew Johnston																												2013-08-10T02:00Z		222		2013	8	10	10.VIII.2013															US	Arizona	Santa Cruz		12 km NE Nogales		1230m						31.3681	-110.806									Andrew Johnston			Label																								M. Andrew Johnston	2016-01-01T01:00Z												Argoporis alutacea Casey								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Argoporis		alutacea		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1230.0						IDENTIFIED_DATE_UNLIKELY		true	false	8864086	1	54	216	1470	7857	4723743		8864086	Argoporis alutacea	Argoporis		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648042																										23601623										CC0_1_0			2016-10-14T19:22Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23601623				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				178e709f-8c86-41d2-8b86-855323296df0	MAJC0002495		F.W. Skillman; M.J. Skillman					ADULT																							2015-08-12T02:00Z		224		2015	8	12	12-VIII-2015															US	New Mexico	San Juan County		Navajo Lake State Park Campground								36.801116	-107.692558	2289.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648041																										23686033										CC0_1_0			2016-10-28T19:29Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23686033				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				81c68d6c-d7a8-4464-81cb-f9b4bc3a984f	MAJC0002746	387	Derham Giuliani					ADULT																							1995-08-15T02:00Z		227		1995	8	15	15 August 1995															US	California	Mono County		White Mountains, Cottonwood Creek		3350m																Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes rileyi Casey								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	3350.0						IDENTIFIED_DATE_UNLIKELY		false	false	8740548	1	54	216	1470	7857	4724278		8740548	Eleodes rileyi	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648040																										23649759										CC0_1_0			2016-10-21T20:25Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23649759				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				f3a46cfe-aca5-4640-8a15-6c5c78b3878e	MAJC0002666		Simonds					ADULT																							1957-05-04T01:00Z		124		1957	5	4	5-4-57															US	California	Ventura County		Hungry Valley								34.730538	-118.866207	1506.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes carbonarius								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							TAXON_MATCH_HIGHERRANK;IDENTIFIED_DATE_UNLIKELY		true	false	8887207	1	54	216	1470	7857	4724278		8887207	Eleodes carbonarius	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648039																										25851610										CC0_1_0			2017-02-09T19:10Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25851610				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				c34c8e32-0373-4f63-a797-cf27835edb47	MAJCTC00654		M. Andrew Johnston					ADULT						B2-A7																	2014-05-12T02:00Z		132		2014	5	12	12.V.2014		Headlamping at night													US	Nevada	Nye		Crescent Sand Dunes								38.22534	-117.33336									Travis Hitchner			Label																								M. Andrew Johnston	2017-01-01T01:00Z												Eusattus Leconte, 1851								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eusattus				GENUS							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	4723950	1	54	216	1470	7857	4723950				Eusattus		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648038																										23777700										CC0_1_0			2016-11-17T00:38Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777700				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				bd53babf-5f84-41ab-b60d-aecd568d671a	MAJC0002862		M. Andrew Johnston; F.W. Skillman																												2016-06-25T02:00Z		177		2016	6	25	25.VI.2016															US	Utah	Grand		Dubinky Well, Dunes		1600m						38.693	-109.881									Andrew Johnston			Label																								M. Andrew Johnston	2016-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z	1600.0						IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648037																										23649580										CC0_1_0			2016-10-21T18:15Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23649580				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				4bb5a46b-f289-430c-bba6-03d6fd57d0eb	MAJC0002615		M. Andrew Johnston					ADULT																							2014-06-29T02:00Z		180		2014	6	29	29-VI-2014															US	Arizona	Coconino County		5 miles East Fredonia on US89A								36.9224	-112.4467									Dylan Cooper			Label																								M. Andrew Johnston	2014-01-01T01:00Z												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							IDENTIFIED_DATE_UNLIKELY		true	false	7690407	1	54	216	1470	7857	4724278		7690407	Eleodes extricatus	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
1450648036																										23524530										CC0_1_0			2016-09-28T20:27Z			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23524530				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PRESERVED_SPECIMEN				36020d80-020d-462e-9422-38521778f8c0	MAJC0002446		G. Ballmer; K. Brown					ADULT																							1965-07-31T01:00Z		212		1965	7	31	VII-31-65															US	Arizona	Cruz County		Madera Canyon, Santa Rita Mountains								31.825918	-110.774807	301.0								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015-01-01T01:00Z												Eleodes arcuata Casey								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		arcuata		SPECIES							59728459-7b42-4942-8e38-00eb56f2331e	US	2017-09-25T04:44Z							TAXON_MATCH_FUZZY;IDENTIFIED_DATE_UNLIKELY		true	false	9198160	1	54	216	1470	7857	4724278		9198160	Eleodes arcuata	Eleodes		DWC_ARCHIVE	2017-09-25T04:44Z	2017-09-25T04:44Z	true
