gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1450647624																										23601717													2016-10-14 18:30:17			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23601717				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3fa27309-3d22-4986-b8e0-3ebea9313ef5	MAJC0002522		M. Andrew Johnston					adult												Headlamping at night												2014-08-08		220		2014	8	8	8-VIII-2014															United States		Arizona	Cochise County		Chiricahua Mountains, Rustler park		2530		8300ft								31.9153	-109.2687	WGS84				31.9153, -109.2687								Dylan Cooper			Label																								M. Andrew Johnston	2014												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647623																										25835468													2017-01-20 18:55:47			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835468				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				ab83d0d6-d0f6-45f4-8639-eaffffd00ea1	MAJCTC00515		M. Andrew Johnston					Adult						S1-B6																		2016-06-11		163		2016	6	11	11.VI.2016															USA		Idaho	Fremont		Saint Anthony Dunes		1650		1650m								44.0741	-111.8747	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes rileyi								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi				Casey, 1891					
1450647622																										23779026													2016-11-19 16:20:28			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779026				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				48bdc9e0-e334-4e02-98bb-a53b0929a5c6	MAJC0002949	181	Derham Giuliani																													1993-06-14		165		1993	6	14	14 June 1993															USA		California	Inyo		8 km W Bishop		1200		1200m								37.386	-118.492	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes hirsutus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hirsutus				LeConte, 1861					
1450647621																										23522243													2016-09-20 23:08:16			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23522243				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				32a3f1a5-4c0d-41b1-b242-0c217e5dbffd	MAJC0002379	588	Ernest Anderson					Adult																								1993-08-02		214		1993	8	2	2 August 1993															USA		Texas	Reeves		16 km SE of Pecos, Along Hw 285		793		900m								31.303944	-103.409717	WGS84												Collin McMartin			Google Earth																								M. Andrew Johnston	2015												Eleodes longicollis								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		longicollis				LeConte, 1851					
1450647620																										23777730													2016-11-17 00:01:39			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777730				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				474e6995-c893-4ce3-864c-c6799b193239	MAJC0002892		M. Andrew Johnston; F.W. Skillman																													2016-06-26		178		2016	6	26	26.VI.2016															USA		Colorado	Alamosa		7 mi. E of Mosca		1800		1800m								37.663	-105.741	WGS84				37.663, -105.741								Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647619																										23232993													2016-09-12 16:19:13			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23232993				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				f031b5ea-62d8-4b4a-9564-c098a738a172	MAJC0002270		EK Moody					Adult																								2011-07-04		185		2011	7	4	July 4 2011															United States		Arizona	Cochise County		Fort Huachuca, Huachuca Canyon												31.639536	-110.339245	WGS84	1506			N31.537 W110.378								Dylan Cooper			GeoLocate																								M. Andrew Johnston	2014												Eleodes arcuatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		arcuatus				Casey, 1884					
1450647618																										23602525													2016-10-17 18:11:55			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23602525				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3921e5be-1a1e-446d-a86b-8e872c90eafa	MAJC0002569		Triplehorn					Adult																								1968-07-21		203		1968	7	21	21 July 1968															United States		Arizona	Coconino County		Wahweap, Lake Powell Campground		2869		2869m								36.9955	-111.4988	WGS84				36.9955N, -111.4988W								Dylan Cooper			Label																								C.A. Triplehorn	1968												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647617																										23740831													2016-11-07 15:50:54			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23740831				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3e200b18-e774-4841-84af-f3f8d5ad37ab	MAJC0002775		M. Andrew Johnston					Adult												Barrier pit fall trap												2014-10-23		296		2014	10	23	23-X-2014															USA		Arizona	Santa Cruz County		Ruby		1266		4155 ft								31.4593	-111.2342	WGS84												Dylan Cooper			Label																								M. Andrew Johnston	2015												Eleodes anthracinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		anthracinus				Blaisdell, 1909					
1450647616																										25846960													2017-02-03 14:00:53			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846960				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				2c9fa1c3-ab40-4845-bef2-20c41848c0b4	MAJCTC00635		M. Andrew Johnston					Adult						B1-D8																		2016-06-04		156		2016	6	4	4.VI.2016															USA		Oregon	Harney County		23 mi NorthWest Andrews, dunes		1235		1235m								42.6755	-118.3692	WGS84				42.6755 -118.3692								Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes armatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		armatus				LeConte, 1851					
1450647615																										23779256													2016-11-21 15:28:35			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779256				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				9182423f-895f-4f64-a2f8-1e7f458bf89e	MAJC0003039		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		Dubinky Well Dunes		1600		1600m								38.693	-109.881	WGS84												Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes rileyi								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi				Casey, 1891					
1450647614																										23684931													2016-10-26 17:27:23			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23684931				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				a24b5820-4b37-4bc1-bb47-8c678bd8068c	MAJC0002688		Keifer					Adult																								1950-10-19		292		1950	10	19	October 19, 1950															United States		California	Los Angeles County		Saugus												34.411385	-118.540086	WGS84	3036											Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015												Eleodes carbonarius omissus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	omissus			LeConte, 1858					
1450647613																										25838637													2017-01-27 14:27:51			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838637				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				9462df89-b18c-4470-8e10-bc22635aec3c	MAJCTC00564		M. Andrew Johnston; S. S. Anzaldo					Adult						S1-G5																		2014-07-05		186		2014	7	5	05-VII-2014		headlamp													USA		California	Imperial County		Imperial Sand Dunes		61		200ft								32.9733	-115.1781	WGS84				32.9733, -115.1781								Travis Hitchner			Label																								M. Andrew Johnston	2017												Edrotes								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Edrotes											
1450647612																										23601507													2016-10-14 16:20:53			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23601507				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				47f7c4fd-8c36-4610-b114-7df722adf840	MAJC0002475	68	Ernest Anderson					Adult																								1993-08-01		213		1993	8	1	1 August 1993															USA		New Mexico	Catron County		2 km E of Arizona state line, 1 km North Highway 60		2300		2300m								34.182943	-109.028563	WGS84												Dylan Cooper			Google Earth																								M. Andrew Johnston	2015												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647611																										23777680													2016-11-16 23:20:50			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777680				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3e8f3cf7-4fdb-4776-82f9-31d86506d20c	MAJC0002842		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		Dubinky Well, Dunes		1600		1600m								38.693	-109.881	WGS84				38.693, -109.881								Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647610																										25835466													2017-01-20 18:54:30			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835466				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				63a47261-13e0-4b0c-bc32-68806b024978	MAJCTC00514		M. Andrew Johnston; F. W. Skillman					Adult						S1-B5																		2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		Dubinky Well, Dunes		1600		1600m								38.693	-109.881	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes rileyi								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi				Casey, 1891					
1450647609																										23778921													2016-11-18 18:33:09			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23778921				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				400bd0dc-5f25-4bc4-b49f-374373e73663	MAJC0002965		M. Andrew Johnston					Adult																								2015-01-29		29		2015	1	29	29-I-2015															USA		California	San Diego County		Julian, Paso Picacho Campground		1509		4950 ft								32.958	-116.583	WGS84												Dylan Cooper			Label																								M. Andrew Johnston	2015												Eleodes osculans								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		osculans				(LeConte, 1851)					
1450647608																										23601712													2016-10-14 18:26:57			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23601712				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				13559d38-4fd0-4283-ac82-a3f36ce41121	MAJC0002521		M. Andrew Johnston					adult												Headlamping at night												2014-08-08		220		2014	8	8	8-VIII-2014															United States		Arizona	Cochise County		Chiricahua Mountains, Rustler park		2530		8300ft								31.9153	-109.2687	WGS84				31.9153, -109.2687								Dylan Cooper			Label																								M. Andrew Johnston	2014												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647607																										25839417													2017-01-27 13:14:30			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839417				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				ab4e3d38-4c23-41e2-bf5e-96a42029ee7c	MAJCTC00585		M. Andrew Johnston					Adult						I7																		2016-05-31		152		2016	5	31	31.V.2016															USA		California	San Bernardino		Cronese Dry Lake Dunes; 35.1414 -116.2899		370		370m								35.1414	-116.2899	WGS84												M.A. Johnston			Label																								M. Andrew Johnston	2017												Chilometopon								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Chilometopon											
1450647606																										23649719													2016-10-21 17:41:50			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23649719				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3bc1e6cf-5d00-4337-b297-29bfa04be657	MAJC0002647		G. Ballmer; Kirby W. Brown					Adult												under rocks												1964-02-29		60		1964	2	29	II-29-64															United States		California	Riverside County		Mockingbird Canyon												33.894461	-117.418934	WGS84	1506											Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015												Eleodes carbonarius omissus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	omissus			LeConte, 1858					
1450647605																										23781234													2016-11-29 15:19:53			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781234				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3e9cb9fc-62e0-4610-bd55-210c26704c71	MAJC0003087	273	Derham Giuliani					Adult																								1994-08-08		220		1994	8	8	7 May 1993															USA		California	Inyo		Reed flat, White Mountains		3100		3100m								37.3818	-118.1873	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450647604																										23524474													2016-09-28 17:40:40			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23524474				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				a949ed97-249d-4668-ad65-a06c0023dbf3	MAJC0002427		W.B. Warner					Adult																								2008-07-15		197		2008	7	15	15-23 Jul 2008															United States		Arizona	Apache County		Springerville		842		2764 ft								34.1512	-109.3103	WGS84				34.1512N -109.3103W								Dylan Cooper			Label																								M. Andrew Johnston	2014												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647603																										23777323													2016-11-16 18:18:42			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777323				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				955fec36-ed38-4cd9-9f52-f9600495b524	MAJC0002586		M. Andrew Johnston				female	Adult																								2016-10-13		287		2016	10	13	13.X.2016															USA		Arizona	Maricopa County		South Mountain Park		420		420m								33.363	-111.987	WGS84				33.363, -111.987								Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes tribulus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		tribulus				Thomas, 2005					
1450647602																										23522092													2016-09-20 00:37:12			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23522092				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				525fcb32-2932-4b23-b65f-55c574f49900	MAJC0002329		M. Andrew Johnston					Adult																								2013-08-16		228		2013	8	16	16.VIII.2013		Headlamping													USA		Arizona	Apache Co		Springerville, Becker Lake		2110		2110m								34.1575	-109.3057	WGS84				34.1575, -109.3057								Andrew Johnston			Label																								M. Andrew Johnston	2013												Eleodes longicollis								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		longicollis				LeConte, 1851					
1450647601																										23685964													2016-10-28 16:46:55			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23685964				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				1852edd2-105d-4a42-9936-57290921f980	MAJC0002726		J.C. Hall					Adult																								1963-10-23		296		1963	10	23	X-23-63															United States		California	Kern County		7 miles East Arvin												35.209066	-118.704155	WGS84	11459											Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015												Eleodes carbonarius omissus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	omissus			LeConte, 1858					
1450647600																										23779025													2016-11-19 16:19:33			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779025				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				2727c8b3-3fed-4d21-abf1-dfe094dd6efa	MAJC0002948	161	Derham Giuliani																													1993-04-15		105		1993	4	15	15 April 1993															USA		California	Inyo		8 km W Bishop		1200		1200m								37.386	-118.492	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes hirsutus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hirsutus				LeConte, 1861					
1450647599																										23522242													2016-09-20 23:06:39			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23522242				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				36f50841-7123-4c4d-ab69-9338cfe94763	MAJC0002378	596	Ernest Anderson					Adult																								1993-08-02		214		1993	8	2	2 August 1993															USA		New Mexico	Catron County		16 km NW of Datil, Along Highway 60, Datil Mountains		2300		2300m								34.242666	-107.937177	WGS84												Andrew Johnston			SCAN																								M. Andrew Johnston	2015												Eleodes longicollis								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		longicollis				LeConte, 1851					
1450647598																										23232989													2016-09-12 16:12:05			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23232989				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				59853001-c863-4069-ad7c-72e82f33d64b	MAJC0002269		M. Andrew Johnston					Adult																								2013-09-08		251		2013	9	8	8-IX-2013															Mexico		Sonora	Sierra La Purica		Rancho Viejo		1880		1880m								30.5429	-109.7312	WGS84				30.5429 -109.7312								Dylan Cooper			Label																								M. Andrew Johnston	2014												Eleodes arcuatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		arcuatus				Casey, 1884					
1450647597																										23777729													2016-11-17 00:00:58			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23777729				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				78dd692e-9dfc-440d-9c82-9aaa9b8ec6d6	MAJC0002891		M. Andrew Johnston; F.W. Skillman																													2016-06-26		178		2016	6	26	26.VI.2016															USA		Colorado	Alamosa		7 mi. E of Mosca		1800		1800m								37.663	-105.741	WGS84				37.663, -105.741								Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647596																										23740827													2016-11-07 15:37:52			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23740827				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				ca8b1021-eb5b-43e3-bea9-7a6a267eb245	MAJC0002774		Ernest Anderson					Adult																								1993-08-02		214		1993	8	2	2 August 1993															USA		New Mexico	Catron County		16 km NW of Datil, Along Highway 60, Datil Mountains		2300		2300m								34.242666	-107.937177	WGS84												Dylan Cooper			SCAN																								M. Andrew Johnston	2015												Eleodes carbonarius obsoletus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	obsoletus			(Say, 1824)					
1450647595																										23602523													2016-10-17 18:10:45			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23602523				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				81aa2e50-11ba-401b-b8c2-356dca8a75d1	MAJC0002568		Triplehorn					Adult																								1968-07-21		203		1968	7	21	21 July 1968															United States		Arizona	Coconino County		Wahweap, Lake Powell Campground		2869		2869m								36.9955	-111.4988	WGS84				36.9955N, -111.4988W								Dylan Cooper			Label																								C.A. Triplehorn	1968												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450647594																										23684927													2016-10-26 17:25:44			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23684927				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				8f687b3b-b348-4f2c-a0ee-652a5acfa4fa	MAJC0002687		Keifer					Adult																								1950-10-19		292		1950	10	19	October 19, 1950															United States		California	Los Angeles County		Saugus												34.411385	-118.540086	WGS84	3036											Dylan Cooper			GeoLocate																								M. Andrew Johnston	2015												Eleodes carbonarius omissus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	omissus			LeConte, 1858					
1450647593																										23522091													2016-09-20 00:34:03			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23522091				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				33a38366-d764-496b-842a-d7628dc8d518	MAJC0002328		M. Andrew Johnston					Adult																								2013-08-10		222		2013	8	10	10.VIII.2013		Under rocks/logs													USA		Arizona	Santa Cruz Co		4km NW Lochiel		1430		1430m								31.3593	-110.6557	WGS84				31.3593, -110.6557								Andrew Johnston			Label																								M. Andrew Johnston	2013												Eleodes longicollis								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		longicollis				LeConte, 1851					
1450647592																										23779255													2016-11-21 15:28:12			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779255				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				69d75f16-91bd-43a1-af65-73a148017cd0	MAJC0003038		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		Dubinky Well Dunes		1600		1600m								38.693	-109.881	WGS84												Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes rileyi								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi				Casey, 1891					
