gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1450648322																										25846556													2017-02-02 20:11:39			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846556				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				3909056d-3928-4c91-9ca7-21c3f1621457	MAJCTC00628		M. Andrew Johnston					Adult						B1-D1																		2016-06-06		158		2016	6	6	6.VI.2016															USA		Nevada	Churchill		Sand Mountain Dunes												39.2903	-118.4153	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes armatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		armatus				LeConte, 1851					
1450648321																										25846555													2017-02-02 20:08:03			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846555				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				6c32e37e-d06e-4118-86ae-dfb7e0968b1d	MAJCTC00627		M. Andrew Johnston					Adult						B1-C10																		2016-06-07		159		2016	6	7	7.VI.2016															USA		Nevada	Mineral		Teel's Marsh, Dunes		1500		1500m								38.211	-118.307	WGS84				38.211 -118.307								Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes armatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		armatus				LeConte, 1851					
1450648320																										25835416													2017-01-20 18:28:28			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835416				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				4121c499-4aac-4c87-8277-22491a8a521f	MAJCTC00507		M. Andrew Johnston; F. W. Skillman					Adult						S1-A8																		2016-06-26		178		2016	6	26	26.VI.2016															USA		New Mexico	Rio Arriba		United States Route 285, 5 Miles South of the State Line												36.937	-105.99	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648319																										23781134													2016-11-29 12:19:02			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781134				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				e5e9d2ed-6f56-42e8-984a-7d43a3893b59	MAJC0003079		M.C. Lane					Adult																								1934-06-06		157		1934	6	6	June 6 1934															USA		Idaho	Twin Falls		Kimberly												42.533802	-114.364756	WGS84	1399											Collin McMartin			GeoLocate																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450648318																										25846554													2017-02-02 20:01:24			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846554				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				d7483f35-b732-4d06-88b4-9463320c0c61	MAJC-TC00626		M. Andrew Johnston					Adult						B1-C9																		2016-06-07		159		2016	6	7	7.VI.2016															USA		Nevada	Mineral		Teel's Marsh, Dunes		1500		1500m								38.211	-118.307	WGS84				38.211 -118.307								Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes armatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		armatus				LeConte, 1851					
1450648317																										25835402													2017-01-20 18:28:22			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835402				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				08817afe-531c-4fac-aa07-2f5a69f57321	MAJCTC00506		M. Andrew Johnston; F. W. Skillman					Adult						S1-A7																		2016-06-24		176		2016	6	24	24.VI.2016															USA		Utah	Uintah		Bull Shit Ridge Road		2370		2370m								40.7	-109.323	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648316																										23781133													2016-11-29 12:15:01			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781133				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				df377684-097e-46f1-88a3-bdb478d7817e	MAJC0003078	539	Derham Giuliani					Adult																								2000-05-31		152		2000	5	31	31 May 2000															USA		California	Modoc		9 km NE of Cedarville, Sand dunes		1500		1500m								41.543267	-120.066315	WGS84												Collin McMartin			Google Earth																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450648315																										25838617													2017-01-27 14:24:25			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838617				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				d5d701ba-fead-434a-b9f9-d10428a93ae8	MAJCTC00556		M. Andrew Johnston; S. S. Anzaldo					Adult						S1-F7																		2014-07-05		186		2014	7	5	5-VII-2014		Headlamping													USA		California	Imperial		Imperial Sand Dunes		61		200ft								32.9733	-115.1781	WGS84				32.9733, -115.1781								Travis Hitchner			Label																								M. Andrew Johnston	2017												Edrotes								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Edrotes											
1450648314																										25839229													2017-01-27 14:29:29			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839229				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				c1f14c25-b610-4046-ab81-98d43bec4aaf	MAJCTC00578		M. Andrew Johnston					Adult						S1-H10																		2016-02-23		54		2016	2	23	23.II.2016															USA		Arizona	Yavapai		AZ71 8 Kilometers Southwest of US93												34.0819	-113.0188	WGS84												Travis Hitchner			Label																								M. Andrew Johnston													Triorophus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Triorophus											
1450648313																										23779014													2016-11-21 13:42:21			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779014				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				89bbd927-8640-431d-bb57-63a72c9f766f	MAJC0002938	400	Derham Giuliani																													1997-03-14		73		1997	3	14	14 March 1997															USA		California	Inyo		2 km W Big Pine		1350		1350m								37.162	-118.312	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes hirsutus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hirsutus				LeConte, 1861					
1450648312																										25846553													2017-02-02 19:55:03			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846553				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				2a375e61-7c6e-43f5-ba9c-9beade14e42a	MAJCTC00625		M. Andrew Johnston					Adult						B1-C8																		2015-07-05		186		2015	7	5	5.VII.2015															USA		Nevada	Humboldt		12 Miles North Winnemucca		1285		1285m								41.118	-117.849	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes obscura								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		obscura				Blaisdell 1925					
1450648311																										25835385													2017-01-20 20:00:45			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835385				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				61d4eae3-dca1-48d2-95a2-73e77c5206a8	MAJCTC00505		M. Andrew Johnston; F. W. Skillman					Adult						S1-A6																		2016-06-26		178		2016	6	26	26.VI.2016															USA		Utah	San Juan		20 Miles North of Monticello		1800		1800m								38.147	-109.372	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648310																										23781132													2016-11-29 12:14:23			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781132				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				bb43cfbe-8891-48a9-8d5e-d1cea12204b2	MAJC0003077	538	Derham Giuliani					Adult																								2000-05-31		152		2000	5	31	31 May 2000															USA		California	Modoc		9 km NE of Cedarville, Sand dunes		1500		1500m								41.543267	-120.066315	WGS84												Collin McMartin			Google Earth																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450648309																										25838614													2017-01-27 14:24:17			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838614				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				1b475f7b-062d-4ec4-bd2b-697b672f9046	MAJCTC00555		M. Andrew Johnston; S. S. Anzaldo					Adult						S1-F6																		2014-07-05		186		2014	7	5	5-VII-2014		Headlamping													USA		California	Imperial		Imperial Sand Dunes		61		200ft								32.9733	-115.1781	WGS84				32.9733, -115.1781								Travis Hitchner			Label																								M. Andrew Johnston	2017												Edrotes								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Edrotes											
1450648308																										25839203													2017-01-27 14:29:21			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839203				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				a9fb4ec9-112b-41d7-85b5-d0468795d975	MAJCTC00577		M. Andrew Johnston					Adult						S1-H9																		2014-07-10		191		2014	7	10	10.VII.2014															USA		Arizona	La Paz		Ehrenberg, Sand Dunes		107		350ft								33.597	-114.5234	WGS84												Travis Hitchner			Label																								M. Andrew Johnston													Edrotes								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Edrotes											
1450648307																										25846552													2017-02-02 19:43:02			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846552				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				75aec440-dc28-4bcf-8b14-eb8268907347	MAJCTC00624		M. Andrew Johnston					Adult						B1-C7																		2016-06-10		162		2016	6	10	10.VI.2016															USA		Utah	Millard		5mi SouthWest McCornick dunes		1400		1400m								39.155	-112.445	WGS84				39.155 -112.445								Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes obscura								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		obscura				Blaisdell 1925					
1450648306																										23779245													2016-11-21 15:18:47			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779245				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				9a636d7b-634f-42bc-9346-1264fd068e12	MAJC0003036		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		20 mi NW Moab		1620		1620m								38.693	-109.878	WGS84												Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes rileyi								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		rileyi				Casey, 1891					
1450648305																										23779013													2016-11-19 15:38:59			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779013				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				f566c2e7-6781-4798-a6ea-34b90ef00282	MAJC0002937	399	Derham Giuliani																													1997-03-14		73		1997	3	14	14 March 1997															USA		California	Inyo		2 km W Big Pine		1350		1350m								37.162	-118.312	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes hirsutus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hirsutus				LeConte, 1861					
1450648304																										25835367													2017-01-20 18:28:08			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835367				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				d73c1345-3437-4d17-8d0b-c438bd005cda	MAJCT00504		M. Andrew Johnston					Adult						S1-A5																		2016-06-02		154		2016	6	2	2.VI.2016															USA		California	Inyo		Schulman Grove		3080		3080m								37.3854	-118.1793	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes (Blapylis)								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae												
1450648303																										23781131													2016-11-29 12:13:47			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781131				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				1e6c4d59-4430-4da5-b96d-1139021dc204	MAJC0003076	537	Derham Giuliani					Adult																								2000-05-31		152		2000	5	31	31 May 2000															USA		California	Modoc		9 km NE of Cedarville, Sand dunes		1500		1500m								41.543267	-120.066315	WGS84												Collin McMartin			Google Earth																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450648302																										25838613													2017-01-27 14:24:08			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838613				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				5c2c492b-7725-4171-bcc0-e26ccf082377	MAJCTC00554		M. Andrew Johnston; F. W. Skillman					Adult						S1-F5																		2016-06-22		174		2016	6	22	22.VI.2016															USA		Wyoming	Big Horn		7 Miles South of Lovell;		1250		1250M								44.758	-108.317	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648301																										25839189													2017-01-27 14:29:15			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839189				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				1787861c-7c25-4aba-9360-e6d8637e375c	MAJCTC00576		M. Andrew Johnston					Adult						S1-H8																		2014-07-10		191		2014	7	10	10-VII-2014															USA		Arizona	La Paz		Ehrenberg, Sand Dunes		107		350ft								33.597	-114.5234	WGS84												Travis Hitchner			Label																								M. Andrew Johnston													Edrotes								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Edrotes											
1450648300																										23779007													2016-11-18 19:42:30			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779007				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				4a1ebbaa-eb42-4784-b778-259c70555ae7	MAJC0003002		R.E. Elbel					Adult																								1947-07-19		200		1947	7	19	7-19-1947															United States		California	San Diego County		Campo												32.606449	-116.468905	WGS84	3036											Dylan Cooper			GeoLocate																								M. Andrew Johnston	2014												Eleodes nigropilosus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigropilosus				(LeConte, 1851)					
1450648299																										25846551													2017-02-02 19:34:57			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846551				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				04c2e99b-295b-4795-aea0-19a10642bfb7	MAJCTC00623		M. Andrew Johnston					Adult						B1-C6																		2016-06-05		157		2016	6	5	5.VI.2016															USA		Oregon	Lake		Christmas Valley Dunes		1315		1315m								43.35	-120.39	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes obscura								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		obscura				Blaisdell 1925					
1450648298																										23779237													2016-11-21 15:14:50			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779237				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				75a2853b-cc7c-458c-9e1c-b8323598b873	MAJC0003030		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		20 mi NW Moab		1620		1620m								38.693	-109.878	WGS84												Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes carbonarius obsoletus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	obsoletus			(Say, 1824)					
1450648297																										25835354													2017-01-20 18:28:02			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835354				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				577aa8be-0c07-4247-a7c2-ee2b786a6af2	MAJCTC00503		M. Andrew Johnston; F. W. Skillman					Adult						S1-A4																		2016-06-22		174		2016	6	22	22.VI.2016															USA		Wyoming	Big Horn		7 Miles South of Lovell		1250		1250M								44.758	-108.317	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648296																										23781130													2016-11-29 12:13:09			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23781130				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				30523668-c98a-4987-a965-6df17c28f8d7	MAJC0003075	536	Derham Giuliani					Adult																								2000-05-31		152		2000	5	31	31 May 2000															USA		California	Modoc		9 km NE of Cedarville, Sand dunes		1500		1500m								41.543267	-120.066315	WGS84												Collin McMartin			Google Earth																								M. Andrew Johnston	2015												Eleodes nigrinus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigrinus				LeConte, 1858					
1450648295																										25839172													2017-01-27 14:29:08			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25839172				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				f7c11e16-5913-4d19-b651-bf1a1bc745f7	MAJCTC00575		M. Andrew Johnston					Adult						S1-H7																		2016-07-06		188		2016	7	6	6.VII.2016															USA		Arizona	Pinal		10 Miles S of Florence		611		611m								32.9019	-111.2805	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Ulus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Ulus											
1450648294																										25838612													2017-01-27 14:23:56			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25838612				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				f0a4627c-a53a-4aec-a463-76b2e9add74c	MAJCTC00553		W. B. Warner					Adult						S1-F4																		2016-05-12		133		2016	5	12	12.V.2016															USA		California	Calaveras		Calaveras Big Tree S P												38.278968	-120.296395	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Blapylis								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Blapylis						Horn, 1870					
1450648293																										23778748													2016-11-18 16:26:07			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23778748				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				5351af0e-7b25-44c0-a37d-ede8fc646b6a	MAJC0002930	398	Derham Giuliani																													1997-03-08		67		1997	3	8	8 March 1997															USA		California	Inyo		Big Pine Creek, Sierra Nevada Range		1800		1800m								37.125	-118.361	WGS84												Andrew Johnston			Google Earth																								M. Andrew Johnston	2015												Eleodes hirsutus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		hirsutus				LeConte, 1861					
1450648292																										23779005													2016-11-18 19:40:03			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779005				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				de3ff7d9-21b1-4dc0-84ab-cc758ba172e4	MAJC0003001		A.D. Smith					Adult																								2011-05-14		134		2011	5	14	14 May 2011															United States		California	San Diego County		Oceanside Beach												33.1865	-117.3778	WGS84												Dylan Cooper			Label																								M. Andrew Johnston	2014												Eleodes nigropilosus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		nigropilosus				(LeConte, 1851)					
1450648291																										25846550													2017-02-02 19:31:10			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25846550				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				5ef15bd6-3480-4350-9be7-38360a708c4a	MAJCTC00622		M. Andrew Johnston					Adult						B1-C5																		2016-05-31		152		2016	5	31	31.V.2016															USA		California	San Bernardino		Cronese Dry Lake Dunes		370		370m								35.1414	-116.2899	WGS84												M.A. Johnston			Label																								M. Andrew Johnston	2017												Eleodes armatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		armatus				LeConte, 1851					
1450648290																										25835334													2017-01-20 18:27:54			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=25835334				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				09645267-96c9-4238-b1cb-b6a91230aa54	MAJCTC00502		M. Andrew Johnston					Adult						S1-A3																		2016-06-02		154		2016	6	2	2.VI.2016															USA		California	Inyo		Schulman Grove		3080		3080m								37.3854	-118.1793	WGS84												Travis Hitchner			Label																								M. Andrew Johnston	2017												Eleodes extricatus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		extricatus				Say, 1824					
1450648289																										23779236													2016-11-21 15:14:20			http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=23779236				http://creativecommons.org/publicdomain/zero/1.0/	M. Andrew Johnston										792ded92-38ec-4cb7-b69e-b44ea00880cf		MAJC	MAJC			PreservedSpecimen				b3e5df4d-9454-4159-81c7-ef6f67dda3a9	MAJC0003029		M. Andrew Johnston; F.W. Skillman																													2016-06-25		177		2016	6	25	25.VI.2016															USA		Utah	Grand		20 mi NW Moab		1620		1620m								38.693	-109.878	WGS84												Andrew Johnston			Label																								M. Andrew Johnston	2016												Eleodes carbonarius obsoletus								Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes		carbonarius	obsoletus			(Say, 1824)					
